fy,fx,density
3,59,0.704118
3,60,0.704092
3,61,0.703746
3,62,0.703052
3,63,0.702026
3,64,0.70075
3,65,0.699356
3,66,0.698022
3,67,0.696938
3,68,0.696272
3,69,0.696131
3,70,0.696552
3,71,0.697497
3,72,0.698864
3,73,0.700516
3,74,0.702299
3,75,0.70405
3,76,0.7056
3,77,0.706781
3,78,0.707451
3,79,0.707513
3,80,0.706958
3,81,0.705881
3,82,0.704485
3,83,0.703045
3,84,0.701837
3,85,0.701069
3,86,0.700827
3,87,0.701056
3,88,0.701593
3,89,0.702224
3,90,0.702758
3,91,0.703089
3,92,0.703196
3,93,0.703138
3,94,0.703016
3,95,0.702927
4,0,0.70372
4,1,0.703892
4,2,0.704198
4,3,0.70457
4,4,0.704908
4,5,0.705089
4,6,0.704992
4,7,0.704508
4,8,0.703565
4,9,0.702154
4,10,0.700317
4,11,0.698146
4,12,0.695756
4,13,0.693265
4,14,0.69079
4,15,0.688457
4,16,0.686429
4,17,0.684916
4,18,0.68416
4,19,0.684379
4,20,0.685692
4,21,0.688036
4,22,0.691156
4,23,0.694628
4,24,0.697949
4,25,0.700675
4,26,0.702515
4,27,0.703401
4,28,0.703477
4,29,0.703032
4,30,0.702393
4,31,0.70183
4,32,0.701486
4,33,0.70136
4,34,0.701344
4,35,0.701302
4,36,0.701146
4,37,0.700892
4,38,0.700658
4,39,0.700614
4,40,0.700897
4,41,0.701543
4,42,0.702454
4,43,0.703427
4,44,0.704225
4,45,0.704658
4,46,0.70465
4,47,0.704249
4,48,0.70361
4,49,0.702924
4,50,0.702364
4,51,0.70205
4,52,0.702024
4,53,0.702267
4,54,0.702725
4,55,0.703314
4,56,0.703946
4,57,0.704534
4,58,0.704987
4,59,0.705216
4,60,0.705136
4,61,0.704681
4,62,0.703823
4,63,0.702582
4,64,0.701056
4,65,0.699396
4,66,0.697807
4,67,0.696504
4,68,0.695668
4,69,0.695419
4,70,0.695794
4,71,0.696755
4,72,0.698201
4,73,0.700002
4,74,0.702007
4,75,0.704059
4,76,0.705986
4,77,0.707602
4,78,0.708733
4,79,0.709234
4,80,0.709041
4,81,0.708194
4,82,0.706849
4,83,0.705255
4,84,0.703691
4,85,0.702396
4,86,0.701516
4,87,0.701067
4,88,0.700959
4,89,0.701039
4,90,0.701151
4,91,0.701196
4,92,0.701137
4,93,0.701003
4,94,0.700856
4,95,0.700763
5,0,0.706988
5,1,0.707057
5,2,0.707177
5,3,0.707316
5,4,0.707412
5,5,0.707382
5,6,0.707129
5,7,0.706551
5,8,0.705567
5,9,0.704145
5,10,0.702306
5,11,0.700122
5,12,0.697707
5,13,0.695188
5,14,0.692701
5,15,0.690391
5,16,0.688424
5,17,0.686997
5,18,0.686316
5,19,0.686554
5,20,0.687786
5,21,0.689923
5,22,0.692708
5,23,0.695747
5,24,0.698592
5,25,0.700864
5,26,0.702339
5,27,0.702998
5,28,0.703011
5,29,0.702663
5,30,0.702265
5,31,0.702048
5,32,0.702118
5,33,0.702433
5,34,0.702851
5,35,0.703198
5,36,0.703353
5,37,0.703299
5,38,0.703131
5,39,0.703009
5,40,0.703083
5,41,0.703416
5,42,0.703956
5,43,0.70455
5,44,0.705007
5,45,0.705174
5,46,0.704991
5,47,0.704508
5,48,0.703866
5,49,0.703234
5,50,0.702762
5,51,0.702546
5,52,0.70262
5,53,0.702957
5,54,0.703504
5,55,0.70418
5,56,0.704896
5,57,0.70556
5,58,0.706069
5,59,0.70632
5,60,0.70621
5,61,0.705659
5,62,0.704631
5,63,0.703153
5,64,0.701337
5,65,0.699361
5,66,0.697463
5,67,0.695885
5,68,0.694834
5,69,0.694441
5,70,0.69475
5,71,0.695722
5,72,0.697256
5,73,0.699223
5,74,0.701477
5,75,0.703855
5,76,0.706177
5,77,0.708237
5,78,0.709825
5,79,0.710753
5,80,0.710905
5,81,0.71027
5,82,0.708967
5,83,0.707223
5,84,0.705324
5,85,0.703544
5,86,0.702083
5,87,0.70103
5,88,0.700362
5,89,0.699977
5,90,0.699751
5,91,0.699587
5,92,0.699426
5,93,0.699264
5,94,0.699125
5,95,0.699045
6,0,0.709623
6,1,0.709609
6,2,0.709581
6,3,0.709537
6,4,0.70945
6,5,0.709272
6,6,0.708928
6,7,0.708321
6,8,0.707363
6,9,0.705998
6,10,0.704222
6,11,0.702088
6,12,0.6997
6,13,0.697194
6,14,0.694719
6,15,0.692434
6,16,0.690513
6,17,0.68914
6,18,0.688492
6,19,0.688707
6,20,0.689825
6,21,0.691737
6,22,0.694191
6,23,0.696824
6,24,0.699245
6,25,0.701138
6,26,0.702338
6,27,0.702871
6,28,0.702919
6,29,0.702759
6,30,0.702668
6,31,0.702836
6,32,0.703324
6,33,0.704052
6,34,0.704842
6,35,0.705489
6,36,0.705842
6,37,0.705857
6,38,0.705609
6,39,0.705258
6,40,0.70497
6,41,0.704852
6,42,0.70491
6,43,0.705053
6,44,0.705144
6,45,0.705065
6,46,0.704767
6,47,0.704286
6,48,0.703735
6,49,0.703241
6,50,0.702921
6,51,0.702848
6,52,0.703043
6,53,0.703481
6,54,0.704119
6,55,0.704883
6,56,0.705691
6,57,0.706447
6,58,0.707033
6,59,0.707327
6,60,0.707204
6,61,0.706565
6,62,0.705366
6,63,0.703636
6,64,0.701505
6,65,0.699184
6,66,0.696943
6,67,0.695061
6,68,0.69377
6,69,0.693219
6,70,0.693455
6,71,0.694442
6,72,0.696074
6,73,0.698221
6,74,0.70073
6,75,0.70343
6,76,0.706128
6,77,0.708593
6,78,0.710586
6,79,0.71188
6,80,0.712321
6,81,0.711861
6,82,0.710593
6,83,0.708731
6,84,0.706569
6,85,0.704412
6,86,0.702509
6,87,0.701006
6,88,0.699937
6,89,0.69924
6,90,0.698811
6,91,0.698549
6,92,0.698373
6,93,0.698245
6,94,0.698154
6,95,0.698106
7,0,0.711392
7,1,0.71132
7,2,0.711191
7,3,0.711025
7,4,0.710827
7,5,0.710575
7,6,0.710213
7,7,0.709649
7,8,0.708788
7,9,0.70755
7,10,0.705906
7,11,0.703886
7,12,0.701583
7,13,0.699133
7,14,0.696696
7,15,0.694443
7,16,0.692552
7,17,0.6912
7,18,0.690543
7,19,0.690691
7,20,0.691658
7,21,0.693325
7,22,0.695454
7,23,0.697718
7,24,0.699779
7,25,0.701382
7,26,0.702416
7,27,0.702937
7,28,0.703131
7,29,0.703251
7,30,0.703534
7,31,0.704118
7,32,0.705018
7,33,0.706112
7,34,0.707193
7,35,0.70803
7,36,0.708449
7,37,0.708386
7,38,0.707906
7,39,0.707173
7,40,0.706383
7,41,0.705694
7,42,0.705178
7,43,0.704815
7,44,0.704528
7,45,0.704229
7,46,0.703873
7,47,0.703471
7,48,0.703091
7,49,0.702813
7,50,0.702711
7,51,0.702831
7,52,0.703183
7,53,0.703749
7,54,0.704495
7,55,0.705364
7,56,0.706277
7,57,0.707136
7,58,0.707808
7,59,0.708151
7,60,0.708016
7,61,0.707287
7,62,0.70591
7,63,0.703922
7,64,0.701475
7,65,0.698807
7,66,0.696228
7,67,0.694051
7,68,0.692535
7,69,0.691843
7,70,0.692028
7,71,0.693051
7,72,0.694801
7,73,0.697135
7,74,0.69989
7,75,0.702883
7,76,0.705899
7,77,0.708689
7,78,0.710991
7,79,0.712554
7,80,0.713203
7,81,0.712872
7,82,0.711638
7,83,0.709713
7,84,0.707397
7,85,0.705018
7,86,0.702859
7,87,0.701105
7,88,0.699827
7,89,0.698991
7,90,0.698503
7,91,0.698257
7,92,0.698149
7,93,0.698113
7,94,0.698104
7,95,0.698105
8,0,0.712273
8,1,0.712166
8,2,0.711977
8,3,0.711744
8,4,0.711496
8,5,0.711234
8,6,0.710917
8,7,0.710456
8,8,0.709747
8,9,0.708691
8,10,0.707232
8,11,0.705379
8,12,0.70321
8,13,0.700856
8,14,0.698484
8,15,0.696274
8,16,0.694407
8,17,0.693053
8,18,0.692354
8,19,0.692396
8,20,0.69318
8,21,0.694583
8,22,0.696388
8,23,0.698308
8,24,0.700063
8,25,0.701456
8,26,0.702418
8,27,0.703029
8,28,0.703468
8,29,0.703951
8,30,0.704664
8,31,0.705688
8,32,0.706987
8,33,0.708398
8,34,0.70969
8,35,0.710612
8,36,0.710975
8,37,0.710706
8,38,0.709866
8,39,0.708633
8,40,0.707238
8,41,0.705896
8,42,0.704753
8,43,0.703859
8,44,0.703193
8,45,0.702697
8,46,0.70232
8,47,0.702043
8,48,0.701884
8,49,0.701873
8,50,0.702039
8,51,0.702399
8,52,0.702955
8,53,0.70369
8,54,0.704582
8,55,0.705583
8,56,0.706619
8,57,0.707584
8,58,0.708336
8,59,0.708711
8,60,0.708547
8,61,0.707712
8,62,0.706154
8,63,0.703918
8,64,0.701178
8,65,0.698205
8,66,0.695342
8,67,0.69293
8,68,0.691251
8,69,0.690481
8,70,0.69067
8,71,0.691774
8,72,0.693668
8,73,0.696195
8,74,0.699173
8,75,0.7024
8,76,0.705645
8,77,0.708645
8,78,0.711127
8,79,0.712837
8,80,0.713598
8,81,0.713343
8,82,0.712151
8,83,0.710232
8,84,0.707892
8,85,0.705463
8,86,0.703243
8,87,0.701436
8,88,0.700129
8,89,0.699304
8,90,0.698873
8,91,0.698723
8,92,0.698736
8,93,0.698822
8,94,0.698913
8,95,0.698969
9,0,0.712425
9,1,0.712297
9,2,0.712073
9,3,0.711808
9,4,0.711548
9,5,0.711314
9,6,0.711075
9,7,0.710748
9,8,0.710219
9,9,0.70937
9,10,0.708123
9,11,0.706465
9,12,0.704459
9,13,0.702231
9,14,0.699951
9,15,0.697802
9,16,0.695967
9,17,0.694608
9,18,0.693853
9,19,0.693769
9,20,0.694345
9,21,0.695465
9,22,0.696937
9,23,0.69852
9,24,0.699995
9,25,0.701223
9,26,0.702176
9,27,0.702946
9,28,0.703696
9,29,0.704598
9,30,0.705777
9,31,0.707255
9,32,0.708938
9,33,0.710629
9,34,0.712069
9,35,0.712997
9,36,0.713217
9,37,0.712655
9,38,0.711377
9,39,0.709582
9,40,0.707542
9,41,0.705527
9,42,0.703753
9,43,0.702337
9,44,0.701305
9,45,0.700624
9,46,0.700237
9,47,0.700091
9,48,0.700159
9,49,0.700425
9,50,0.70088
9,51,0.701512
9,52,0.702313
9,53,0.703264
9,54,0.704344
9,55,0.705509
9,56,0.706681
9,57,0.707749
9,58,0.708559
9,59,0.708938
9,60,0.708714
9,61,0.707758
9,62,0.706023
9,63,0.703573
9,64,0.700602
9,65,0.69741
9,66,0.694366
9,67,0.691833
9,68,0.690105
9,69,0.68936
9,70,0.689644
9,71,0.690895
9,72,0.692971
9,73,0.695691
9,74,0.698854
9,75,0.702236
9,76,0.705595
9,77,0.708663
9,78,0.711176
9,79,0.712895
9,80,0.713663
9,81,0.713433
9,82,0.712293
9,83,0.710454
9,84,0.708214
9,85,0.705896
9,86,0.703787
9,87,0.702086
9,88,0.700882
9,89,0.700162
9,90,0.699842
9,91,0.699811
9,92,0.699947
9,93,0.700146
9,94,0.700325
9,95,0.70043
10,0,0.712132
10,1,0.711985
10,2,0.711732
10,3,0.71144
10,4,0.711174
10,5,0.710972
10,6,0.710813
10,7,0.710616
10,8,0.710259
10,9,0.70961
10,10,0.708569
10,11,0.707107
10,12,0.705271
10,13,0.703184
10,14,0.701015
10,15,0.69895
10,16,0.697168
10,17,0.69582
10,18,0.695016
10,19,0.694804
10,20,0.695161
10,21,0.695982
10,22,0.697105
10,23,0.69834
10,24,0.699535
10,25,0.700606
10,26,0.701568
10,27,0.702521
10,28,0.703606
10,29,0.704945
10,30,0.7066
10,31,0.708526
10,32,0.710577
10,33,0.712515
10,34,0.714063
10,35,0.714951
10,36,0.714984
10,37,0.714095
10,38,0.712365
10,39,0.710017
10,40,0.707361
10,41,0.70472
10,42,0.702366
10,43,0.700471
10,44,0.699102
10,45,0.698241
10,46,0.697825
10,47,0.697777
10,48,0.698036
10,49,0.69855
10,50,0.699278
10,51,0.700189
10,52,0.70126
10,53,0.702462
10,54,0.703768
10,55,0.705121
10,56,0.706439
10,57,0.707597
10,58,0.708437
10,59,0.708784
10,60,0.708475
10,61,0.707391
10,62,0.705507
10,63,0.702906
10,64,0.699807
10,65,0.696529
10,66,0.693456
10,67,0.69096
10,68,0.689335
10,69,0.688752
10,70,0.68924
10,71,0.690716
10,72,0.693014
10,73,0.695924
10,74,0.699221
10,75,0.702663
10,76,0.706003
10,77,0.708983
10,78,0.711366
10,79,0.712951
10,80,0.713621
10,81,0.713361
10,82,0.712279
10,83,0.710582
10,84,0.708548
10,85,0.706468
10,86,0.704593
10,87,0.703097
10,88,0.702057
10,89,0.70146
10,90,0.701234
10,91,0.701278
10,92,0.701479
10,93,0.701737
10,94,0.701963
10,95,0.702093
11,0,0.711693
11,1,0.711522
11,2,0.711228
11,3,0.710894
11,4,0.710603
11,5,0.710409
11,6,0.710303
11,7,0.710205
11,8,0.709988
11,9,0.709503
11,10,0.708636
11,11,0.707342
11,12,0.70566
11,13,0.703711
11,14,0.701662
11,15,0.699699
11,16,0.697994
11,17,0.696681
11,18,0.695847
11,19,0.695519
11,20,0.695661
11,21,0.696177
11,22,0.696937
11,23,0.697808
11,24,0.698702
11,25,0.699598
11,26,0.700551
11,27,0.70167
11,28,0.70307
11,29,0.704824
11,30,0.706929
11,31,0.709277
11,32,0.711665
11,33,0.713823
11,34,0.715454
11,35,0.716287
11,36,0.716131
11,37,0.714935
11,38,0.712799
11,39,0.709972
11,40,0.706796
11,41,0.703635
11,42,0.700802
11,43,0.698505
11,44,0.696841
11,45,0.695802
11,46,0.695323
11,47,0.695315
11,48,0.695695
11,49,0.696391
11,50,0.697345
11,51,0.698512
11,52,0.69985
11,53,0.701316
11,54,0.702863
11,55,0.704417
11,56,0.705877
11,57,0.707109
11,58,0.707954
11,59,0.708247
11,60,0.707843
11,61,0.706652
11,62,0.704676
11,63,0.702024
11,64,0.698934
11,65,0.695736
11,66,0.692815
11,67,0.690537
11,68,0.689183
11,69,0.688906
11,70,0.689711
11,71,0.691488
11,72,0.694038
11,73,0.697123
11,74,0.700491
11,75,0.703889
11,76,0.70707
11,77,0.709805
11,78,0.711899
11,79,0.71321
11,80,0.713679
11,81,0.713337
11,82,0.712311
11,83,0.7108
11,84,0.709045
11,85,0.707281
11,86,0.705706
11,87,0.70445
11,88,0.703566
11,89,0.703042
11,90,0.702824
11,91,0.70284
11,92,0.703001
11,93,0.703222
11,94,0.703424
11,95,0.703543
12,0,0.71134
12,1,0.711134
12,2,0.710782
12,3,0.710382
12,4,0.710037
12,5,0.709819
12,6,0.709729
12,7,0.709691
12,8,0.70957
12,9,0.709203
12,10,0.708464
12,11,0.707298
12,12,0.705738
12,13,0.703904
12,14,0.701965
12,15,0.700106
12,16,0.698487
12,17,0.697224
12,18,0.696377
12,19,0.695949
12,20,0.695889
12,21,0.696105
12,22,0.696501
12,23,0.696998
12,24,0.697573
12,25,0.698267
12,26,0.699174
12,27,0.700412
12,28,0.702076
12,29,0.704188
12,30,0.706687
12,31,0.709403
12,32,0.712085
12,33,0.714428
12,34,0.716122
12,35,0.716898
12,36,0.716579
12,37,0.715133
12,38,0.712683
12,39,0.7095
12,40,0.70595
12,41,0.702419
12,42,0.699241
12,43,0.696647
12,44,0.694743
12,45,0.693533
12,46,0.692955
12,47,0.692918
12,48,0.693336
12,49,0.694134
12,50,0.695247
12,51,0.69662
12,52,0.698195
12,53,0.699909
12,54,0.701688
12,55,0.703432
12,56,0.705022
12,57,0.706311
12,58,0.707147
12,59,0.707382
12,60,0.706903
12,61,0.705658
12,62,0.703679
12,63,0.701105
12,64,0.698184
12,65,0.695246
12,66,0.692662
12,67,0.69078
12,68,0.689855
12,69,0.690012
12,70,0.691225
12,71,0.693354
12,72,0.696167
12,73,0.699394
12,74,0.702761
12,75,0.706004
12,76,0.708892
12,77,0.711233
12,78,0.712893
12,79,0.713804
12,80,0.713979
12,81,0.713502
12,82,0.71252
12,83,0.711213
12,84,0.709773
12,85,0.708361
12,86,0.7071
12,87,0.706062
12,88,0.705273
12,89,0.704723
12,90,0.704388
12,91,0.704234
12,92,0.704218
12,93,0.704285
12,94,0.704376
12,95,0.704438
13,0,0.711153
13,1,0.710909
13,2,0.71049
13,3,0.710013
13,4,0.7096
13,5,0.709341
13,6,0.709246
13,7,0.709242
13,8,0.709185
13,9,0.708901
13,10,0.70825
13,11,0.707169
13,12,0.70569
13,13,0.703933
13,14,0.702073
13,15,0.700292
13,16,0.698743
13,17,0.697522
13,18,0.696663
13,19,0.696143
13,20,0.695893
13,21,0.695829
13,22,0.69588
13,23,0.696014
13,24,0.696273
13,25,0.696749
13,26,0.697575
13,27,0.69888
13,28,0.700737
13,29,0.70313
13,30,0.705941
13,31,0.708949
13,32,0.711858
13,33,0.714338
13,34,0.716069
13,35,0.716788
13,36,0.716341
13,37,0.714718
13,38,0.712066
13,39,0.708675
13,40,0.704921
13,41,0.701191
13,42,0.697824
13,43,0.695048
13,44,0.692974
13,45,0.691613
13,46,0.690912
13,47,0.69079
13,48,0.691173
13,49,0.691992
13,50,0.693191
13,51,0.694705
13,52,0.696463
13,53,0.698381
13,54,0.700354
13,55,0.702258
13,56,0.703951
13,57,0.705282
13,58,0.706108
13,59,0.706308
13,60,0.705805
13,61,0.704586
13,62,0.702721
13,63,0.700367
13,64,0.697776
13,65,0.695268
13,66,0.693186
13,67,0.691846
13,68,0.691467
13,69,0.692143
13,70,0.693814
13,71,0.696308
13,72,0.699361
13,73,0.702674
13,74,0.705954
13,75,0.708936
13,76,0.711408
13,77,0.713227
13,78,0.714333
13,79,0.714741
13,80,0.714543
13,81,0.713881
13,82,0.712919
13,83,0.711813
13,84,0.710688
13,85,0.709623
13,86,0.708651
13,87,0.707779
13,88,0.707
13,89,0.706311
13,90,0.705724
13,91,0.705258
13,92,0.704926
13,93,0.70472
13,94,0.704614
13,95,0.704573
14,0,0.711061
14,1,0.710786
14,2,0.710314
14,3,0.709776
14,4,0.709314
14,5,0.709031
14,6,0.708945
14,7,0.708982
14,8,0.708988
14,9,0.708775
14,10,0.708191
14,11,0.707166
14,12,0.705727
14,13,0.704001
14,14,0.702169
14,15,0.700416
14,16,0.698888
14,17,0.697671
14,18,0.696775
14,19,0.696157
14,20,0.695733
14,21,0.695419
14,22,0.695167
14,23,0.694982
14,24,0.694954
14,25,0.695223
14,26,0.695952
14,27,0.697277
14,28,0.699259
14,29,0.701844
14,30,0.704874
14,31,0.708081
14,32,0.711136
14,33,0.713689
14,34,0.715416
14,35,0.716072
14,36,0.715525
14,37,0.713795
14,38,0.711053
14,39,0.707599
14,40,0.703805
14,41,0.700047
14,42,0.696644
14,43,0.693808
14,44,0.691646
14,45,0.690172
14,46,0.689347
14,47,0.689109
14,48,0.689406
14,49,0.690188
14,50,0.691404
14,51,0.69299
14,52,0.694864
14,53,0.696918
14,54,0.699024
14,55,0.701035
14,56,0.702796
14,57,0.704153
14,58,0.704981
14,59,0.705187
14,60,0.704731
14,61,0.703639
14,62,0.702007
14,63,0.700009
14,64,0.697889
14,65,0.695944
14,66,0.69448
14,67,0.693773
14,68,0.694002
14,69,0.695223
14,70,0.697346
14,71,0.700169
14,72,0.703403
14,73,0.706724
14,74,0.709826
14,75,0.712446
14,76,0.714402
14,77,0.715604
14,78,0.716068
14,79,0.715899
14,80,0.71527
14,81,0.714377
14,82,0.713402
14,83,0.712468
14,84,0.711633
14,85,0.710879
14,86,0.710149
14,87,0.70938
14,88,0.708531
14,89,0.707608
14,90,0.706664
14,91,0.705777
14,92,0.705024
14,93,0.704453
14,94,0.704083
14,95,0.703903
15,0,0.710863
15,1,0.710579
15,2,0.710093
15,3,0.709548
15,4,0.709097
15,5,0.708849
15,6,0.708827
15,7,0.708951
15,8,0.709055
15,9,0.708935
15,10,0.708426
15,11,0.707446
15,12,0.706023
15,13,0.704285
15,14,0.702423
15,15,0.700631
15,16,0.699057
15,17,0.697783
15,18,0.696808
15,19,0.696075
15,20,0.695491
15,21,0.694969
15,22,0.694475
15,23,0.694041
15,24,0.693788
15,25,0.693888
15,26,0.694526
15,27,0.695842
15,28,0.697885
15,29,0.700578
15,30,0.703728
15,31,0.707037
15,32,0.710149
15,33,0.712703
15,34,0.714379
15,35,0.714952
15,36,0.714321
15,37,0.712538
15,38,0.709798
15,39,0.706402
15,40,0.702711
15,41,0.69907
15,42,0.695768
15,43,0.692989
15,44,0.690826
15,45,0.689295
15,46,0.688374
15,47,0.688026
15,48,0.68822
15,49,0.688928
15,50,0.690111
15,51,0.691707
15,52,0.693619
15,53,0.695729
15,54,0.697889
15,55,0.699938
15,56,0.701719
15,57,0.703086
15,58,0.703931
15,59,0.704192
15,60,0.703861
15,61,0.702992
15,62,0.701703
15,63,0.700166
15,64,0.698614
15,65,0.69731
15,66,0.696518
15,67,0.696468
15,68,0.697298
15,69,0.699027
15,70,0.701541
15,71,0.704611
15,72,0.70793
15,73,0.711162
15,74,0.713992
15,75,0.716167
15,76,0.717536
15,77,0.718064
15,78,0.717841
15,79,0.717056
15,80,0.715961
15,81,0.714801
15,82,0.713771
15,83,0.712962
15,84,0.712362
15,85,0.711864
15,86,0.711321
15,87,0.710601
15,88,0.709633
15,89,0.708428
15,90,0.70708
15,91,0.705724
15,92,0.704504
15,93,0.703528
15,94,0.702861
15,95,0.702525
16,0,0.710319
16,1,0.710059
16,2,0.709622
16,3,0.709152
16,4,0.708802
16,5,0.708682
16,6,0.708808
16,7,0.709093
16,8,0.709355
16,9,0.709376
16,10,0.708972
16,11,0.708052
16,12,0.706638
16,13,0.704863
16,14,0.702925
16,15,0.701032
16,16,0.699346
