path_id,endpoint,clock_domain,slack_ns,delay_ns,inst_ids
36,u_397615,clk_core,0.337,1.281,10924;205292;266321;397615
37,u_304871,clk_nand,-0.341,1.992,87149;104898;186452;189508;304871
38,u_440429,clk_core,0.584,1.443,21906;99955;105229;176577;229483;301713;440429
39,u_457439,clk_nand,-0.273,1.453,71983;127172;154324;275857;333992;377062;403664;419560;437048;457439
40,u_458871,clk_core,0.83,1.374,12250;47851;59058;121192;130153;141174;172293;218634;228965;229686;458871
41,u_340474,clk_nand,0.218,1.494,55099;84202;298460;338535;340474
42,u_296372,clk_nand,0.087,1.483,58147;218085;296372
43,u_211522,clk_nand,0.726,2.4,42754;98223;141680;163081;163947;166625;211522
44,u_384141,clk_nand,0.118,1.965,24123;30724;75012;84227;122685;169864;326670;376966;384141
45,u_429991,clk_core,1.194,1.539,85999;268913;429991
46,u_444720,clk_core,0.597,2.375,76979;106859;139760;299327;433675;439743;444720
47,u_443939,clk_nand,1.416,2.229,68199;69395;124922;168279;172481;229529;245157;317940;443939
48,u_263996,clk_core,1.06,1.261,14861;21277;30044;101035;160313;186228;195987;230475;263996
49,u_313196,clk_core,0.141,2.378,10830;125766;186073;198377;313196
50,u_433884,clk_nand,1.727,0.822,46162;120376;135479;260101;405024;433884
51,u_434837,clk_core,1.815,0.576,48579;154763;212531;235319;236246;280523;288414;317054;380303;434837
52,u_456334,clk_core,0.365,2.29,35001;44794;61086;267887;286010;347495;356452;383900;414121;425267;456334
53,u_445894,clk_nand,-0.02,2.211,60826;163472;445894
54,u_452437,clk_nand,0.732,0.526,3361;18590;48497;95411;120091;127474;288984;302288;375085;396634;452437
55,u_358708,clk_nand,1.1,2.203,767;28713;95638;222925;223398;277830;342450;358708
56,u_423371,clk_core,-0.212,2.002,2362;98006;150309;211320;233408;283949;326436;359760;409025;423371
57,u_407861,clk_core,1.19,1.151,27963;65016;273702;356879;407861
58,u_410169,clk_core,0.193,1.56,8703;10297;14638;34262;410169
59,u_400927,clk_core,-0.461,1.575,19715;73665;209101;231446;264185;270669;335309;340159;385119;395217;400927
60,u_424745,clk_nand,1.824,1.729,54288;98172;144721;273284;394001;424745
61,u_435925,clk_core,1.219,0.964,10843;77434;164368;169732;195146;305944;408675;435470;435925
62,u_457444,clk_nand,-0.381,1.797,74924;409809;427853;457444
63,u_441359,clk_nand,1.814,1.081,30154;51898;168413;180044;240245;299747;300957;383084;399462;441359
64,u_453643,clk_nand,-0.298,0.582,108335;145345;155697;360431;387601;453643
65,u_331373,clk_core,0.82,0.907,30940;39500;99646;132083;151797;153049;248108;329569;331373
66,u_435503,clk_host,-0.405,1.55,109;74464;150049;164100;211692;225142;235588;292542;353890;435503
67,u_202751,clk_nand,-0.27,0.534,42115;66615;193148;202751
68,u_385633,clk_nand,0.298,1.203,111995;140145;147339;174566;215970;227822;385633
69,u_445213,clk_nand,-0.378,0.811,64070;80920;212284;249688;339262;420806;443180;445213
70,u_434752,clk_core,-0.046,1.135,13398;56163;73865;123502;280668;291510;335444;429199;434752
71,u_442056,clk_nand,1.584,2.209,62630;74510;123343;148505;281609;287056;317633;411900;429616;442056
72,u_455117,clk_nand,-0.437,0.995,47260;67931;103256;238913;257191;321700;322532;407841;455117
73,u_451311,clk_core,0.825,2.297,75600;100265;272609;388257;451311
74,u_440381,clk_host,0.731,0.901,153306;167824;236295;251403;294449;302114;393697;421467;440381
75,u_439145,clk_core,-0.064,0.999,73074;105562;387141;408654;410217;430267;439145
76,u_437746,clk_core,-0.353,1.658,26979;31145;62178;108086;167281;236310;288211;332529;437746
77,u_408061,clk_core,0.969,1.976,109936;113722;126615;132784;151942;163470;332891;361964;378759;392933;408061
78,u_456371,clk_core,0.842,1.265,38024;95023;200488;206059;217883;264267;328285;337910;370811;451031;456371
79,u_445313,clk_core,1.525,0.944,72902;74287;88536;101765;125135;152073;238834;358110;440921;445313
80,u_450825,clk_core,-0.339,1.129,45304;47253;147797;149361;222706;355142;409623;450825
81,u_379409,clk_core,-0.408,0.975,146054;322933;379409
82,u_373734,clk_nand,0.069,1.878,8363;12067;71194;181812;207475;235275;282751;291098;318419;373734
83,u_445446,clk_core,1.772,0.782,143902;334190;443174;445446
84,u_432994,clk_nand,0.017,2.284,50574;73386;90288;105288;135663;202570;205407;333304;345063;432994
85,u_329861,clk_core,0.417,1.431,8546;55117;293850;329861
86,u_305606,clk_nand,1.584,2.04,87366;152595;254791;305606
87,u_440840,clk_nand,0.847,0.797,237616;251848;252158;252941;275450;297274;324357;339087;393341;431185;440840
88,u_373547,clk_core,-0.144,1.712,132634;310879;368984;373547
89,u_444235,clk_core,0.772,0.6,9393;189749;250245;332851;346415;386000;438382;442647;444235
90,u_424557,clk_nand,0.498,0.606,49196;62360;73641;137184;257058;273460;278087;285299;360690;390237;424557
91,u_327194,clk_core,-0.325,1.383,6312;33415;55512;107724;133198;166590;251965;325799;327194
92,u_367847,clk_nand,1.496,2.144,86975;115362;271315;336340;367847
93,u_166566,clk_nand,-0.38,1.704,70450;96100;113774;166566
94,u_430179,clk_nand,-0.446,1.035,5777;62791;175924;188216;308555;333262;333704;335616;430179
95,u_357156,clk_nand,1.864,0.577,2437;298686;357156
96,u_386553,clk_nand,-0.346,0.76,56356;56900;57898;124392;140347;142506;205395;305764;350947;386553
97,u_445643,clk_core,0.418,1.753,45790;147190;197467;221147;298055;305636;313474;359042;434589;445643
98,u_439555,clk_core,1.277,1.906,104049;156329;319090;322669;366859;436264;439555
99,u_286352,clk_core,-0.428,0.851,4296;4456;40568;120444;128289;174322;176708;217386;286352
